N1108,DE,ALTERADO,PON,obs,PORTAS OCUPADAS,PORTAS TOTAL,ESTADO,MUNICIPIO,LOCALIDADE,TIPOLOCAL,LONGITUDE,LATITUDE,NOMECOMPLETO,STATUS,SISTEMADELOCAIS,DATADECRIACAO,DATADEATIVACAO,DATAPRIMEIROCLIENTE,DATASUBSTITUICAO,FINALIDADE,PROPRIEDADE,NUMEROLOTE,LOCALREFERENCIA,LOGRADOUROCCE,IDLOGRADOUROCCE,BAIRROCCE,IDBAIRROCCE,LOCALIDADECCE,MUNICIPIOCCE,ESTADOCCE,CEPCCE,CODLOGRADOUROGIS,LOGRADOUROGIS,FIDGTECH,NOMEGTECH,DESIGNACAODOFORNECEDOR,COMPRIMENTOMAXDROP,LOCALIDADECTO,STATUSCERTIFICACAO,PATRIMONIO,LOCALDEINSTALACAO
D0273,CTO-CMP-00054,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D0275,CTO-CMP-00055,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190573","-22,648219",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00055,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,99,,RUA ANTONIO CARLOS NOGUEIRA,394560,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0278,CTO-CMP-00056,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191004","-22,649066",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00056,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,280,,RUA ATALIBA DE CARVALHO,394812,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0281,CTO-CMP-00057,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191386","-22,649869",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00057,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,174,,RUA ATALIBA DE CARVALHO,394812,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0284,CTO-CMP-00058,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191859","-22,65072",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00058,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,49,,RUA ATALIBA DE CARVALHO,394812,VILA FONTANA,12739,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0303,CTO-CMP-00059,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,191266","-22,646647",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00059,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,487,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0308,CTO-CMP-00060,,,Trocar Portas 1x16,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190456","-22,645094",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00060,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,672,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0315,CTO-CMP-00061,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189569","-22,64334",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00061,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,68,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0318,CTO-CMP-00062,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,189136","-22,642491",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00062,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2107,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0322,CTO-CMP-00063,,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,188397","-22,641591",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00063,EXISTENTE,Algar Telecom,"44699,63058",,44952,,,FRANQUEADO,47,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0327,CTO-CMP-00064,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,187469","-22,64061",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00064,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2128,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0346,CTO-CMP-00065,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,183436","-22,636328",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00065,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1881,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0350,CTO-CMP-00066,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182842","-22,635691",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00066,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1996,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0353,CTO-CMP-00067,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,182093","-22,634884",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00067,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2105,,RUA DOUTOR MOACIR DO AMARAL,396142,REAL CENTER,12725,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0380,CTO-CMP-00068,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192654","-22,647582",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00068,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,308,,RUA LUIZ LEFLOCK,395904,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0383,CTO-CMP-00069,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,193087","-22,648453",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00069,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,220,,RUA LUIZ LEFLOCK,395904,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0386,CTO-CMP-00070,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,193521","-22,649299",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00070,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,118,,RUA LUIZ LEFLOCK,395904,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0389,CTO-CMP-00071,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,193954","-22,65014",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00071,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,26,,RUA LUIZ LEFLOCK,395904,VILA NOVA,12743,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0393,CTO-CMP-00072,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195478","-22,650512",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00072,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,70,,RUA EURIDES DE GODOI,395109,JARDIM BELA VISTA,12687,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0396,CTO-CMP-00073,,,ok,3,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195054","-22,649682",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00073,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,12,,RUA EURIDES DE GODOI,395109,JARDIM BELA VISTA,12687,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0399,CTO-CMP-00074,,,ok,4,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,194605","-22,648842",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00074,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,114,,RUA EURIDES DE GODOI,395109,JARDIM BELA VISTA,12687,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0402,CTO-CMP-00075,,,ok,4,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,194206","-22,648032",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00075,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,212,,RUA EURIDES DE GODOI,395109,JARDIM BELA VISTA,12687,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0405,CTO-CMP-00076,,,ok,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19374","-22,647118",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00076,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,326,,RUA EURIDES DE GODOI,395109,JARDIM BELA VISTA,12687,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0418,CTO-CMP-00077,,,Trocar Portas 1x16,3,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195071","-22,647171",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00077,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,243,,AVENIDA 9 DE JULHO,396909,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0421,CTO-CMP-00078,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195581","-22,648155",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00078,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,150,,AVENIDA 9 DE JULHO,396909,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0424,CTO-CMP-00079,,,ok,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195974","-22,648929",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00079,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,36,,AVENIDA 9 DE JULHO,396909,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0427,CTO-CMP-00080,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196339","-22,649695",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00080,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,55,,AVENIDA 9 DE JULHO,396909,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0430,CTO-CMP-00081,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196804","-22,650518",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00081,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,149,,AVENIDA 9 DE JULHO,396909,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0434,CTO-CMP-00082,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197794","-22,650279",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00082,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,159,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0436,CTO-CMP-00083,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197462","-22,649657",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00083,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,79,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0439,CTO-CMP-00084,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197015","-22,648821",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00084,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,30,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0442,CTO-CMP-00085,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196597","-22,64799",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00085,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,110,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0445,CTO-CMP-00086,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196165","-22,647141",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00086,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,212,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0448,CTO-CMP-00087,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195689","-22,646214",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00087,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,332,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0451,CTO-CMP-00088,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,195267","-22,645412",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00088,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,437,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0484,CTO-CMP-00089,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190597","-22,636639",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00089,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1481,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0486,CTO-CMP-00090,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190343","-22,636143",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00090,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1540,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0488,CTO-CMP-00091,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,190014","-22,635483",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00091,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1640,,RUA RAMOS DE AZEVEDO,396416,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0525,CTO-CMP-00092,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19699","-22,64636",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00092,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,255,,RUA DOUTOR CAMPOS SALES,394845,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0528,CTO-CMP-00093,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197428","-22,647223",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00093,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,100,,RUA DOUTOR CAMPOS SALES,394845,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0531,CTO-CMP-00094,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197872","-22,648051",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00094,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,50,,RUA DOUTOR CAMPOS SALES,394845,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0534,CTO-CMP-00095,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198278","-22,648853",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00095,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,58,,RUA DOUTOR CAMPOS SALES,394845,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0537,CTO-CMP-00096,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198834","-22,649936",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00096,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,198,,RUA DOUTOR CAMPOS SALES,394845,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0540,CTO-CMP-00097,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19988","-22,650066",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00097,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,229,,AVENIDA ESTER,395106,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0544,CTO-CMP-00098,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,199217","-22,648762",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00098,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,59,,AVENIDA ESTER,395106,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0547,CTO-CMP-00099,,,ok,3,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198799","-22,647919",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00099,EXISTENTE,Algar Telecom,"44699,63058",,1/31/2023,,,FRANQUEADO,14,,AVENIDA ESTER,395106,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0550,CTO-CMP-00100,,,ok,3,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198394","-22,647133",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00100,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,130,,AVENIDA ESTER,395106,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0553,CTO-CMP-00101,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197996","-22,646358",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00101,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,215,,AVENIDA ESTER,395106,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0556,CTO-CMP-00102,,,ok,4,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197541","-22,645507",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00102,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,324,,AVENIDA ESTER,395106,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0580,CTO-CMP-00103,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,193999","-22,63863",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00103,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,391,,RUA PRIMO OLIVIO DE FAVERI,396412,JARDIM LOURDES,12699,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D580,CTO-CMP-00104,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D0622,CTO-CMP-00105,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198442","-22,645073",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00105,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,326,,RUA BARONESA GERALDO DE REZENDE,395361,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0625,CTO-CMP-00106,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198903","-22,645948",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00106,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,213,,RUA BARONESA GERALDO DE REZENDE,395361,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0628,CTO-CMP-00107,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19928","-22,64669",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00107,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,146,,RUA BARONESA GERALDO DE REZENDE,395361,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0647,CTO-CMP-00108,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,202901","-22,649369",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00108,EXISTENTE,Algar Telecom,"44699,63058",,44986,,,FRANQUEADO,86,,RUA AFONSO GARCIA,394295,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0654,CTO-CMP-00109,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,203503","-22,648365",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00109,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,277,,RUA FRANCISCO TAVANO,395353,JARDIM BELA VISTA,12687,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0665,CTO-CMP-00110,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,203746","-22,64724",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00110,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,185,,RUA AMADO BALLONI,394541,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0668,CTO-CMP-00111,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,204157","-22,648068",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00111,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,104,,RUA AMADO BALLONI,394541,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0730,CTO-CMP-00112,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,204275","-22,647157",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00112,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,180,,AVENIDA CENTENARIO DO DOUTOR PAULO DE ALMEIDA NOGUEIRA,395075,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0765,CTO-CMP-00113,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,200312","-22,643743",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00113,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,433,,AVENIDA CENTENARIO DO DOUTOR PAULO DE ALMEIDA NOGUEIRA,395075,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D0839,CTO-CMP-00114,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,20165","-22,64226",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00114,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,483,,RUA CORONEL SILVA TELES,396652,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
